[05-Jun-2016 11:57:06 Europe/Paris] PHP Fatal error:  Call to undefined method CustomerManager::getSubList() in E:\EasyPHP\data\localweb\clim\module\client\update_client.php on line 23 
[18-Feb-2017 09:47:55 Europe/Paris] PHP Notice:  Undefined offset: 1 in E:\EasyPHP\data\localweb\clim\equipment\class\EquipmentManager.php on line 36
[18-Feb-2017 09:47:55 Europe/Paris] PHP Notice:  Undefined index:  in E:\EasyPHP\data\localweb\clim\equipment\class\EquipmentManager.php on line 36
[18-Feb-2017 09:47:55 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 35
[18-Feb-2017 09:47:55 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 46
[18-Feb-2017 09:47:55 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 49
[18-Feb-2017 09:49:55 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 35
[18-Feb-2017 09:49:55 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 46
[18-Feb-2017 09:49:55 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 49
[18-Feb-2017 09:52:49 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 35
[18-Feb-2017 09:52:49 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 46
[18-Feb-2017 09:52:49 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 49
[18-Feb-2017 09:52:49 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 35
[18-Feb-2017 09:52:49 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 46
[18-Feb-2017 09:52:49 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 49
[18-Feb-2017 09:53:23 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\inc\table.php on line 10
[18-Feb-2017 09:53:36 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 35
[18-Feb-2017 09:53:36 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 46
[18-Feb-2017 09:53:36 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 49
[18-Feb-2017 10:53:19 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/equipment/class/EquipementManager.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\equipment\edit_equipment.php on line 21
[18-Feb-2017 10:53:19 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/equipment/class/EquipementManager.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\equipment\edit_equipment.php on line 21
[18-Feb-2017 10:53:19 Europe/Paris] PHP Fatal error:  Class 'EquipmentManager' not found in E:\EasyPHP\data\localweb\clim\equipment\edit_equipment.php on line 22
[18-Feb-2017 20:18:54 Europe/Paris] PHP Notice:  Undefined variable: markList in E:\EasyPHP\data\localweb\clim\equipment\edit_equipment.php on line 44
[18-Feb-2017 20:18:54 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\equipment\edit_equipment.php on line 44
[18-Feb-2017 20:18:54 Europe/Paris] PHP Notice:  Undefined variable: categoryList in E:\EasyPHP\data\localweb\clim\equipment\edit_equipment.php on line 51
[18-Feb-2017 20:18:54 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\equipment\edit_equipment.php on line 51
[18-Feb-2017 21:34:07 Europe/Paris] PHP Notice:  Undefined index: ProductId in E:\EasyPHP\data\localweb\clim\equipment\class\Equipment.php on line 12
[18-Feb-2017 21:34:26 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\equipment\class\Equipment.php on line 13
[20-Feb-2017 19:29:17 Europe/Paris] PHP Notice:  Undefined index: clientId in E:\EasyPHP\data\localweb\clim\equipment\class\Equipment.php on line 11
[24-Feb-2017 12:04:09 Europe/Paris] PHP Warning:  include(CONNECT): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 13
[24-Feb-2017 12:04:09 Europe/Paris] PHP Warning:  include(): Failed opening 'CONNECT' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 13
[24-Feb-2017 12:04:09 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/alert/class/AlertCheckTodayManager): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 14
[24-Feb-2017 12:04:09 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/alert/class/AlertCheckTodayManager' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 14
[24-Feb-2017 12:04:09 Europe/Paris] PHP Fatal error:  Class 'AlertCheckTodayManager' not found in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 15
[24-Feb-2017 12:04:31 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/alert/class/AlertCheckTodayManager): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 14
[24-Feb-2017 12:04:31 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/alert/class/AlertCheckTodayManager' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 14
[24-Feb-2017 12:04:31 Europe/Paris] PHP Fatal error:  Class 'AlertCheckTodayManager' not found in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 15
[24-Feb-2017 12:04:57 Europe/Paris] PHP Notice:  Object of class DateInterval could not be converted to int in E:\EasyPHP\data\localweb\clim\alert\check_alert.php on line 33
[24-Feb-2017 16:20:07 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:21:45 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:22:29 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:22:55 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:23:54 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:39:23 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:42:13 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:43:32 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 44
[24-Feb-2017 16:44:08 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 45
[24-Feb-2017 16:44:32 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 45
[24-Feb-2017 16:44:49 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 45
[24-Feb-2017 16:45:21 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 45
[24-Feb-2017 16:47:08 Europe/Paris] PHP Notice:  Undefined variable: dataClient in E:\EasyPHP\data\localweb\clim\alert\index.php on line 47
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:55:46 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:56:47 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:57:50 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 38
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 16:59:22 Europe/Paris] PHP Warning:  Illegal string offset 'id' in E:\EasyPHP\data\localweb\clim\inc\table.php on line 39
[24-Feb-2017 17:18:24 Europe/Paris] PHP Notice:  Undefined index: date in E:\EasyPHP\data\localweb\clim\alert\index.php on line 61
[24-Feb-2017 17:18:42 Europe/Paris] PHP Notice:  Undefined index: %10 / %06 / %2016 in E:\EasyPHP\data\localweb\clim\alert\index.php on line 61
[24-Feb-2017 17:19:48 Europe/Paris] PHP Notice:  Undefined index: 10/06/2016 in E:\EasyPHP\data\localweb\clim\alert\index.php on line 61
[24-Feb-2017 17:56:17 Europe/Paris] PHP Fatal error:  Cannot use object of type DateInterval as array in E:\EasyPHP\data\localweb\clim\alert\index.php on line 83
[24-Feb-2017 19:28:19 Europe/Paris] PHP Catchable fatal error:  Argument 1 passed to AlertCheckTodayManager::addDateLastCheck() must be an instance of AlertCheckToday, integer given, called in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 64 and defined in E:\EasyPHP\data\localweb\clim\alert\class\AlertCheckTodayManager.php on line 43
[24-Feb-2017 19:32:14 Europe/Paris] PHP Fatal error:  Cannot redeclare class AlertCheckToday in E:\EasyPHP\data\localweb\clim\alert\class\AlertCheckToday.php on line 2
[24-Feb-2017 19:33:10 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\alert\class\AlertCheckToday.php on line 9
[24-Feb-2017 21:06:36 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 45
[24-Feb-2017 21:06:41 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\index.php on line 25
[24-Feb-2017 21:06:49 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\index.php on line 25
[24-Feb-2017 21:22:07 Europe/Paris] PHP Warning:  Missing argument 1 for AlertCheckToday::__construct(), called in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 28 and defined in E:\EasyPHP\data\localweb\clim\alert\class\AlertCheckToday.php on line 8
[24-Feb-2017 21:22:07 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\alert\class\AlertCheckToday.php on line 13
[24-Feb-2017 21:22:42 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 48
[24-Feb-2017 21:22:42 Europe/Paris] PHP Fatal error:  Cannot redeclare class AlertCheckToday in E:\EasyPHP\data\localweb\clim\alert\class\AlertCheckToday.php on line 2
[24-Feb-2017 21:25:05 Europe/Paris] PHP Fatal error:  Class 'AlertCheckToday' not found in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 81
[24-Feb-2017 21:25:57 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\index.php on line 25
[24-Feb-2017 21:36:29 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 49
[24-Feb-2017 21:37:31 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 49
[24-Feb-2017 21:58:17 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\alert\proc\check_alert.php on line 51
[26-Feb-2017 13:13:23 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 117
[26-Feb-2017 16:03:27 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\class\Generic.php on line 91
[26-Feb-2017 16:06:37 Europe/Paris] PHP Notice:  Undefined variable: listType in E:\EasyPHP\data\localweb\clim\fluido\new_bottle.php on line 19
[26-Feb-2017 16:19:34 Europe/Paris] PHP Notice:  Undefined variable: GazList in E:\EasyPHP\data\localweb\clim\fluido\new_bottle.php on line 21
[26-Feb-2017 17:27:30 Europe/Paris] PHP Warning:  include(class/Bottle.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\proc\addBottle.php on line 15
[26-Feb-2017 17:27:30 Europe/Paris] PHP Warning:  include(): Failed opening 'class/Bottle.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addBottle.php on line 15
[26-Feb-2017 17:27:30 Europe/Paris] PHP Fatal error:  Class 'Bottle' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addBottle.php on line 16
[26-Feb-2017 17:29:37 Europe/Paris] PHP Warning:  include(class/Bottle.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\proc\addBottle.php on line 15
[26-Feb-2017 17:29:37 Europe/Paris] PHP Warning:  include(): Failed opening 'class/Bottle.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addBottle.php on line 15
[26-Feb-2017 17:29:37 Europe/Paris] PHP Fatal error:  Class 'Bottle' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addBottle.php on line 16
[28-Feb-2017 21:16:54 Europe/Paris] PHP Fatal error:  Class 'Generic' not found in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[28-Feb-2017 21:22:58 Europe/Paris] PHP Fatal error:  Class 'Generic' not found in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 2
[28-Feb-2017 21:27:31 Europe/Paris] PHP Fatal error:  Call to a member function format() on a non-object in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 63
[28-Feb-2017 21:33:44 Europe/Paris] PHP Notice:  Undefined offset: 2 in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 66
[28-Feb-2017 21:33:44 Europe/Paris] PHP Notice:  Undefined offset: 1 in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 66
[28-Feb-2017 21:33:44 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 67
[28-Feb-2017 21:41:15 Europe/Paris] PHP Fatal error:  Call to a member function format() on a non-object in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 72
[28-Feb-2017 21:42:48 Europe/Paris] PHP Warning:  preg_match(): Unknown modifier '.' in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 63
[28-Feb-2017 21:42:59 Europe/Paris] PHP Fatal error:  Call to undefined method BottleManager::getData() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 52
[28-Feb-2017 21:43:28 Europe/Paris] PHP Warning:  preg_match(): Unknown modifier '.' in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 63
[28-Feb-2017 21:43:48 Europe/Paris] PHP Warning:  preg_match(): Unknown modifier '\' in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 63
[28-Feb-2017 21:45:03 Europe/Paris] PHP Warning:  preg_match(): Unknown modifier ']' in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 63
[28-Feb-2017 21:45:47 Europe/Paris] PHP Warning:  preg_match(): Unknown modifier ']' in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 63
[28-Feb-2017 21:46:29 Europe/Paris] PHP Warning:  preg_match(): Unknown modifier ')' in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 63
[28-Feb-2017 21:58:00 Europe/Paris] PHP Warning:  preg_replace(): No ending delimiter '-' found in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 67
[28-Feb-2017 21:58:00 Europe/Paris] PHP Notice:  Undefined offset: 2 in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 68
[28-Feb-2017 21:58:00 Europe/Paris] PHP Notice:  Undefined offset: 1 in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 68
[28-Feb-2017 21:58:00 Europe/Paris] PHP Warning:  checkdate() expects parameter 2 to be long, string given in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 69
[01-Mar-2017 18:39:45 Europe/Paris] PHP Fatal error:  Call to undefined method BottleManager::getData() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 52
[01-Mar-2017 18:44:02 Europe/Paris] PHP Fatal error:  Call to undefined method BottleManager::getData() in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 52
[01-Mar-2017 18:45:18 Europe/Paris] PHP Notice:  Undefined variable: BottleManager in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 102
[01-Mar-2017 18:45:18 Europe/Paris] PHP Fatal error:  Call to a member function getType() on a non-object in E:\EasyPHP\data\localweb\clim\fluido\proc\listBottle.php on line 102
[01-Mar-2017 20:28:52 Europe/Paris] PHP Catchable fatal error:  Argument 1 passed to BottleManager::getBottle() must be of the type array, string given, called in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 22 and defined in E:\EasyPHP\data\localweb\clim\fluido\class\BottleManager.php on line 85
[01-Mar-2017 20:33:18 Europe/Paris] PHP Notice:  Undefined variable: typeBottleList in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 37
[01-Mar-2017 20:33:18 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 37
[01-Mar-2017 20:33:18 Europe/Paris] PHP Notice:  Undefined variable: gazList in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 48
[01-Mar-2017 20:33:18 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 48
[01-Mar-2017 20:33:18 Europe/Paris] PHP Notice:  Undefined variable: fournisseurList in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 57
[01-Mar-2017 20:33:18 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 57
[01-Mar-2017 20:34:29 Europe/Paris] PHP Fatal error:  Class 'Generic' not found in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 26
[01-Mar-2017 20:38:56 Europe/Paris] PHP Notice:  Undefined index: typeId in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 53
[01-Mar-2017 20:38:56 Europe/Paris] PHP Notice:  Undefined index: typeId in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 53
[01-Mar-2017 20:38:56 Europe/Paris] PHP Notice:  Undefined index: typeId in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 53
[01-Mar-2017 20:51:27 Europe/Paris] PHP Notice:  Undefined index: dateOSell in E:\EasyPHP\data\localweb\clim\fluido\edit_bottle.php on line 32
[01-Mar-2017 21:02:46 Europe/Paris] PHP Notice:  Undefined variable: dateOfBuy in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 89
[01-Mar-2017 21:22:45 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 25
[04-Mar-2017 11:01:34 Europe/Paris] PHP Warning:  include(../class/GazManager.php.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 26
[04-Mar-2017 11:01:34 Europe/Paris] PHP Warning:  include(): Failed opening '../class/GazManager.php.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 26
[04-Mar-2017 11:01:34 Europe/Paris] PHP Fatal error:  Class 'GazManager' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 27
[04-Mar-2017 11:03:38 Europe/Paris] PHP Warning:  include(): http:// wrapper is disabled in the server configuration by allow_url_include=0 in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:03:38 Europe/Paris] PHP Warning:  include(http://127.0.0.1/clim/fluido/class/Gaz.php): failed to open stream: no suitable wrapper could be found in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:03:38 Europe/Paris] PHP Warning:  include(): Failed opening 'http://127.0.0.1/clim/fluido/class/Gaz.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:03:38 Europe/Paris] PHP Fatal error:  Class 'Gaz' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 23
[04-Mar-2017 11:04:30 Europe/Paris] PHP Warning:  include(): http:// wrapper is disabled in the server configuration by allow_url_include=0 in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:04:30 Europe/Paris] PHP Warning:  include(http://127.0.0.1/clim/fluido/class/Gaz.php): failed to open stream: no suitable wrapper could be found in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:04:30 Europe/Paris] PHP Warning:  include(): Failed opening 'http://127.0.0.1/clim/fluido/class/Gaz.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:04:30 Europe/Paris] PHP Fatal error:  Class 'Gaz' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 23
